Time [s],Lmtc [m],STIM [ ],Fsee [ ],gamma [ ],Lcerel [ ]
0.0,0.03958119772994108,1.0,0.37758318978374583,1.1385114880335563,0.0032931559729042505
0.001,0.03953571498300008,1.0,0.20266005690864536,1.1423256138043527,0.039497400987483694
0.002,0.0394889305323101,1.0,0.14235317740396214,1.1416416770428097,0.07438656821956413
0.003,0.03944214608162012,1.0,0.1639847626350207,1.1361390499220612,0.10800842582605752
0.004,0.039395361630930145,1.0,0.2935330532780511,1.1254031410734946,0.14040900765552616
0.005,0.039348577180240166,1.0,0.4757011162660384,1.1141358011768203,0.17163267797653492
0.006,0.039301792729550186,1.0,0.6851660710892339,1.1033423697894529,0.20172219166114486
0.007,0.03925500827886021,1.0,0.9097679074302436,1.0931225172385177,0.23071874352765664
0.008,0.039208223828170234,1.0,1.140129218815256,1.083483549314463,0.2586620275672935
0.009000000000000001,0.039161439377480255,1.0,1.3692051368654174,1.07440004197262,0.28559030923877293
0.01,0.039114654926790275,1.0,1.5920731034349067,1.065830291513033,0.311540451382608
0.011,0.039067870476100296,1.0,1.8055277681244513,1.0577263308599778,0.3365479827911092
0.012,0.03902108602541032,1.0,2.007659239184677,1.0500396511442787,0.36064715032730554
0.013000000000000001,0.038974301574720344,1.0,2.1974706867365557,1.0427245208958718,0.38387094309733644
0.014,0.038927517124030364,1.0,2.374600274773562,1.0357392001033,0.4062511558529187
0.015,0.038880732673340385,1.0,2.539111498315893,1.0290463461888986,0.42781843467340425
0.016,0.038833948222650405,1.0,2.6913402658607453,1.0226129746415278,0.44860231104787707
0.017,0.03878716377196043,1.0,2.8317895285786765,1.0164101425431324,0.46863123903868037
0.018000000000000002,0.03874037932127045,1.0,2.9610594859961368,1.01041250095003,0.48793264041702417
0.019,0.038693594870580474,1.0,3.0797985671680603,1.0045978695862088,0.5065329415014058
0.02,0.038646810419890494,1.0,3.188670913221076,0.9989468291661875,0.5244576089162046
0.021,0.03860002596920052,1.0,3.2883218868588617,0.9934425268679486,0.5417311830185381
0.022,0.03855324151851054,1.0,3.379356069622155,0.9880704492979171,0.5583773130233594
0.023,0.03850645706782056,1.0,3.462354242482396,0.9828178008501685,0.5744187899645868
0.024,0.03845967261713058,1.0,3.5378712409339106,0.9776732373942808,0.5898775772251332
0.025,0.03841288816644061,1.0,3.606431941951446,0.9726266884938175,0.6047748403912607
0.026000000000000002,0.03836610371575063,1.0,3.6685293447057274,0.9676692005753039,0.6191309762317002
0.027,0.03831931926506065,1.0,3.724624016691546,0.9627928002463129,0.6329656406241346
0.028,0.03827253481437067,1.0,3.7751444564862955,0.9579903754998931,0.6462977754672831
0.029,0.0382257503636807,1.0,3.8204880571512416,0.9532555725745528,0.659145634615431
0.03,0.03817896591299072,1.0,3.8610224482222426,0.9485827063996305,0.6715268088709158
0.031,0.03813218146230074,1.0,3.89708706079827,0.9439666827695744,0.6834582500687891
0.032,0.03808539701161076,1.0,3.9289948074752976,0.9394029306164294,0.6949562942866259
0.033,0.03803861256092078,1.0,3.957033802445413,0.9348873429665743,0.7060366842112642
0.034,0.03799182811023081,1.0,3.981469070954464,0.9304162253655927,0.7167145906930957
