Time [s],Lmtc [m],STIM [ ],Fsee [N],Gamma [ ],Lcerel [ ],q [ ],fisomrel [ ],fce [N]
0.0,0.021639753877878292,1.0,1.8707612048558633,0.07307484558668483,1.3480044539862774,0.13310946722302924,0.5155716000228516,1.5460078463859146
0.0005,0.021634459760231234,1.0,1.6641519556558437,0.08144017032214643,1.348223404124654,0.17718034560296195,0.5149618432793519,1.338818031903923
0.001,0.021629165642584176,1.0,1.650259542016657,0.0897299995795173,1.3478794998497603,0.22564601262730383,0.5159194143371225,1.325837277897489
0.0015,0.021623871524937114,1.0,1.7634336476719636,0.0979450146917725,1.3471565690760106,0.27686612780720044,0.5179292661894924,1.440923638055671
0.002,0.021618577407290056,1.0,1.949320783726801,0.10608589084184115,1.346239761741835,0.3292722112103171,0.5204721095558296,1.6292277301547313
0.0025,0.021613283289642998,1.0,2.175612024651703,0.11415329712507667,1.345240656838999,0.3814487926811398,0.5232355554615062,1.85814253478244
0.003,0.02160798917199594,1.0,2.4246598620837934,0.12214789658226462,1.3442157088989646,0.43221372899538407,0.5260621829887331,2.1098705790413708
0.0035,0.02160269505434888,1.0,2.6859234039098014,0.13007034620325625,1.3431937919639714,0.4806678592237005,0.5288720846295614,2.3737950903497174
0.004,0.021597400936701823,1.0,2.9522429281531983,0.13792129742005713,1.3421906746507313,0.5261982941801849,0.5316221687283096,2.6427156468892212
0.0045000000000000005,0.02159210681905476,1.0,3.2186567454481256,0.1457013948988935,1.3412146195845778,0.5684470147703945,0.5342903335270075,2.911649879013338
0.005,0.021586812701407703,1.0,3.4811686953506533,0.15341127906371407,1.3402706574646746,0.6072649978618249,0.5368635186742325,3.1765895708590346
0.0055,0.021581518583760645,1.0,3.73706055511528,0.161051582430892,1.339360685965483,0.6426594791325729,0.5393372992841474,3.434812630439927
0.006,0.021576224466113587,1.0,3.98412723412843,0.1686229335812346,1.3384855615864102,0.6747481079150971,0.5417100983901301,3.6841127888259884
0.006500000000000001,0.02157093034846653,1.0,4.22087100025,0.17612595542630988,1.3376449207192065,0.703718801768068,0.5439836300500831,3.92299422630628
0.007,0.021565636230819467,1.0,4.446373497682656,0.1835612629306842,1.336837590129162,0.7297992478413857,0.5461617515039145,4.150542495492962
0.0075,0.02156034211317241,1.0,4.6600016388193755,0.19092946721555104,1.3360622031725067,0.7532348745362855,0.5482487823953633,4.3661288269818455
0.008,0.02155504799552535,1.0,4.861505787739813,0.19823117825510583,1.3353170244048536,0.7742730336295051,0.5502499725770993,4.569508750004559
0.0085,0.021549753877878292,1.0,5.050920842502355,0.20546699109770092,1.3346001312207474,0.7931529223051791,0.5521710087482345,4.7607227099697385
0.009000000000000001,0.021544459760231234,1.0,5.228449907452927,0.2126375006241858,1.3339095991591363,0.8100996083549394,0.5540175183575397,4.939979276406014
