Time [s],Lmtc [m],STIM [ ],Fsee [N],Gamma [ ],Lcerel [ ],q [ ],fisomrel [ ],fce [N]
0.0,0.019440445525207607,1.0,2.840321373284611,0.08236904941973718,1.2186121629819473,0.1138721376234714,0.808834888785418,2.7361666892423258
0.0005,0.01942172962103289,1.0,2.0829176554284423,0.09334513103357288,1.2193205825965692,0.1595748813265743,0.8075939281980059,1.9776225138282835
0.001,0.019403013716858174,1.0,1.824429659141636,0.10418992417293876,1.2187238430297462,0.21080440932745798,0.8086395219611957,1.7200955979917214
0.0015,0.019384297812683457,1.0,1.800244695207674,0.11490499921887934,1.2173982052630883,0.265493935038241,0.8109520813935526,1.698029876939231
0.002,0.019365581908508744,1.0,1.9100246252442845,0.12549190778307914,1.2156425043765708,0.32156599734081465,0.8139932412248025,1.8105831038261593
0.0025,0.019346866004334027,1.0,2.093746767806549,0.1359521828472314,1.2136718226690555,0.3772278799199117,0.8173774087891348,1.9973726926344797
0.003,0.01932815010015931,1.0,2.3200781398188925,0.14628733925908888,1.2116028923396507,0.4310434103964264,0.8208968638139769,2.2268727310953444
0.0035,0.019309434195984593,1.0,2.5715411740307146,0.15649887351085448,1.20949713507614,0.48197625121890986,0.8244438015795581,2.4815064460390723
0.004,0.019290718291809877,1.0,2.8369756287148777,0.1665882641049942,1.2073886942422647,0.5293740802236732,0.8279597180019538,2.7500606495089412
0.0045000000000000005,0.01927200238763516,1.0,3.108491708707285,0.17655697247061986,1.205297449280562,0.5729093810589768,0.8314118292755804,3.0246166979152926
0.005,0.019253286483460443,1.0,3.3804233128328254,0.1864064417187195,1.2032346316739793,0.6125029632346531,0.8347827379533679,3.2994939309584117
0.0055,0.019234570579285726,1.0,3.6484894992737686,0.1961380984420608,1.2012066472860976,0.648250602295626,0.8380635403515516,3.5704046790354993
0.006,0.019215854675111013,1.0,3.909585369692489,0.20575335082210333,1.1992165675158528,0.6803598506192866,0.8412510369088066,3.834242472208454
0.006500000000000001,0.019197138770936296,1.0,4.1613731421001425,0.2152535940297015,1.1972656481271842,0.7091018326020643,0.8443450562758479,4.088670644256681
0.007,0.01917842286676158,1.0,4.402408208460062,0.22464019909418884,1.1953533835408197,0.7347755468659094,0.8473482221566137,4.332248089347693
0.0075,0.019159706962586863,1.0,4.631622629117601,0.2339145289532954,1.1934788001111454,0.7576849937774359,0.8502638156302058,4.563910872132741
0.008,0.019140991058412146,1.0,4.848479555735173,0.24307792872172762,1.191640192839378,0.7781236389529724,0.853096145953944,4.783126934707011
0.0085,0.01912227515423743,1.0,5.052824455330528,0.2521317179206578,1.1898354701640679,0.7963658752732237,0.8558499770703492,4.989746812737884
0.009000000000000001,0.019103559250062713,1.0,5.244675466128168,0.2610772024381354,1.1880625590203504,0.8126629145899561,0.8585298955788689,5.18379345913852
0.0095,0.019084843345888,1.0,5.424378322590368,0.26991570445856333,1.1863190792834724,0.8272410463316049,0.8611408027798366,5.365617572179499
0.01,0.019066127441713283,1.0,5.59231141335275,0.2786484894345447,1.1846028802062407,0.8403021152819572,0.8636871064782413,5.535601993224073
0.0105,0.019047411537538566,1.0,5.748949954181262,0.2872768095749157,1.1829118757723986,0.8520247782489617,0.8661729828056904,5.694226103609109
0.011,0.01902869563336385,1.0,5.89488496188978,0.29580191708851283,1.1812439799656889,0.8625663284418146,0.8686024789047879,5.842084886210162
0.0115,0.019009979729189132,1.0,6.030667494166331,0.3042250285536247,1.1795973599789846,0.8720648534227314,0.8709791531543161,5.979732887218988
0.012,0.018991263825014416,1.0,6.157178500638388,0.3125474226773381,1.177969751591973,0.8806411126489234,0.8733070700731658,6.108054853253577
0.0125,0.0189725479208397,1.0,6.274978224896187,0.3207702912063077,1.1763595955625261,0.8884009344178021,0.8755891722120889,6.227613864700461
0.013000000000000001,0.018953832016664986,1.0,6.384568124823527,0.3288947985241641,1.1747655364863316,0.8954368806071579,0.8778280290265787,6.338913863301024
0.0135,0.01893511611249027,1.0,6.486498337035257,0.33692210901453773,1.1731862189590758,0.9018298722153786,0.8800261342506361,6.442507352408122
