Time [s],Lmtc [m],STIM [ ],Fsee [ ],gamma [ ],Lcerel [ ]
0.0,0.043281287675248026,1.0,1.0486224043405006,1.097181912479766,0.024904776022380924
0.001,0.04326750723330318,1.0,0.6422037037595916,1.104348745172438,0.0603240033388814
0.002,0.043253611964632045,1.0,0.6219079355846271,1.1037668138628387,0.09445666798601098
0.003,0.04323971669596091,1.0,0.7449003703378216,1.0999680166358503,0.12734950250911156
0.004,0.04322582142728978,1.0,0.9941818141619786,1.0939732752944755,0.15904754261009937
0.005,0.043211926158618644,1.0,1.3019049530684772,1.087612949956647,0.18959419153560658
0.006,0.04319803088994751,1.0,1.6421478718778975,1.081380634548347,0.2190312722204598
0.007,0.043184135621276376,1.0,1.9989350007898137,1.075446253695869,0.24739908976292077
0.008,0.04317024035260524,1.0,2.3607240464824395,1.0698712875758634,0.2747364818817656
0.009000000000000001,0.04315634508393411,1.0,2.719462621794135,1.0646655930662485,0.30108087851634274
0.01,0.043142449815262975,1.0,3.0697833874042892,1.0598144504851836,0.32646834166037536
0.011,0.04312855454659184,1.0,3.408305973811917,1.055292274363685,0.3509336404562092
0.012,0.0431146592779207,1.0,3.733038331859408,1.0510700148704932,0.37451026712736857
0.013000000000000001,0.043100764009249566,1.0,4.042880613820487,1.0471192927621036,0.3972304984890598
0.014,0.04308686874057843,1.0,4.337341811883958,1.0434137128048249,0.4191254419595069
0.015,0.0430729734719073,1.0,4.61639748864354,1.0399288580123889,0.4402250801510304
0.016,0.043059078203236165,1.0,4.880325126147352,1.036642640763897,0.460558301193236
0.017,0.04304518293456503,1.0,5.129592561951995,1.033535314363759,0.48015294297475347
0.018000000000000002,0.0430312876658939,1.0,5.364781832096138,1.0305893341732053,0.49903583297305243
0.019,0.04301739239722276,1.0,5.586537381532213,1.0277891574695086,0.5172328245287223
0.02,0.04300349712855163,1.0,5.795531293707413,1.0251210256880665,0.5347688311729879
0.021,0.042989601859880495,1.0,5.99244046475453,1.0225727505858366,0.551667861243591
0.022,0.04297570659120936,1.0,6.177931765998838,1.0201335174175177,0.5679530519232368
0.023,0.04296181132253823,1.0,6.352652398818389,1.0177937110346091,0.5836467002784619
0.024,0.04294791605386709,1.0,6.517224039406823,1.0155447627721714,0.5987702934584479
0.025,0.04293402078519595,1.0,6.672239558996828,1.013379017108504,0.6133445381144118
0.026000000000000002,0.04292012551652482,1.0,6.818261459065272,1.0112896164430785,0.6273893887503698
0.027,0.042906230247853686,1.0,6.9558214588981455,1.0092704017958583,0.6409240750440875
0.028,0.04289233497918255,1.0,7.085420846269371,1.0073158272995844,0.6539671281756285
0.029,0.04287843971051142,1.0,7.207531321683624,1.0054208865405811,0.6665364061995426
0.03,0.042864544441840284,1.0,7.32259614963414,1.003581049028909,0.6786491184954392
0.031,0.04285064917316915,1.0,7.431031488101814,1.0017922053071628,0.6903218493304182
