Time [s],Lmtc [m],STIM [ ],Fsee [ ],gamma [ ],Lcerel [ ]
0.0,0.03958119772994107,1.0,1.6321823650417047,1.1067288210040607,0.038474123762924334
0.001,0.03955142318579255,1.0,0.8558850185126805,1.120962653792318,0.07340045963308973
0.002,0.03952110187105821,1.0,0.7850149347244225,1.1201309298396498,0.10705813654997078
0.003,0.039490780556323865,1.0,0.850079987142987,1.1156987670868543,0.139493237254705
0.004,0.03946045924158952,1.0,1.008860230127064,1.1090409061416147,0.1707501704334429
0.005,0.03943013792685518,1.0,1.2151170164999172,1.1016410434733321,0.2008717338843752
0.006,0.03939981661212084,1.0,1.4471057322981837,1.094110305070232,0.2298991691420055
0.007,0.039369495297386495,1.0,1.6913386140727176,1.086727000006182,0.2578722190844454
0.008,0.03933917398265215,1.0,1.938780263880693,1.0796155371259035,0.2848291875133065
0.009000000000000001,0.03930885266791781,1.0,2.183382272673454,1.0728232858832785,0.31080697365264265
0.01,0.03927853135318347,1.0,2.4211970044577664,1.0663585950055026,0.33584115390151076
0.011,0.039248210038449124,1.0,2.6497515976392516,1.0602105464421117,0.3599659971596862
0.012,0.03921788872371478,1.0,2.867597667008583,1.0543593667292022,0.3832145305885071
0.013000000000000001,0.03918756740898044,1.0,3.073994720447862,1.0487818556917472,0.4056185882201255
0.014,0.0391572460942461,1.0,3.268681501276874,1.0434542798601554,0.42720884870179887
0.015,0.039126924779511754,1.0,3.4517143184348567,1.0383538468098903,0.44801486983460176
0.016,0.03909660346477741,1.0,3.623358323870838,1.033459341782069,0.4680651371539039
0.017,0.03906628215004307,1.0,3.7840107412458384,1.0287513765493166,0.4873871022882277
0.018000000000000002,0.03903596083530872,1.0,3.9341478439942827,1.0242124178927465,0.506007220044021
0.019,0.039005639520574384,1.0,4.0742885889835945,1.019826703726542,0.5239509843367495
0.02,0.03897531820584004,1.0,4.204969643702799,1.0155801101094528,0.5412429611789773
0.021,0.0389449968911057,1.0,4.32672912114684,1.0114599925039303,0.5579068253256634
0.022,0.038914675576371356,1.0,4.440095424796668,1.007455032723398,0.573965392234812
0.023,0.038884354261637014,1.0,4.545580005714464,1.0035550941130436,0.5894406486882733
0.024,0.03885403294690267,1.0,4.64367303637309,0.9997510868172097,0.6043537828213046
0.025,0.03882371163216833,1.0,4.734837850137411,0.9960348811431073,0.6187252131325639
0.026000000000000002,0.03879339031743398,1.0,4.819505733319199,0.9923992430282267,0.6325746164403447
0.027,0.03876306900269964,1.0,4.898082789057098,0.9888376594058784,0.645920954823331
0.028,0.0387327476879653,1.0,4.970951914682297,0.9853442382946713,0.6587825015827569
0.029,0.03870242637323096,1.0,5.03847305328796,0.9819136423416059,0.6711768662615194
0.03,0.038672105058496616,1.0,5.1009838148246,0.978541029664711,0.683121018754498
0.031,0.03864178374376227,1.0,5.158800313268543,0.9752220015840536,0.694631312543092
0.032,0.038611462429027923,1.0,5.212218136125093,0.9719525564580913,0.7057235070857876
0.033,0.03858114111429359,1.0,5.261513386783177,0.9687290488996857,0.7164127893954129
0.034,0.03855081979955924,1.0,5.306943757748248,0.9655481537152639,0.7267137948326202
0.035,0.0385204984848249,1.0,5.348749605452339,0.9624068339822848,0.736640627144068
0.036000000000000004,0.03849017717009055,1.0,5.387155006503714,0.9593023127492408,0.7462068777727364
0.037,0.03845985585535622,1.0,5.422368781875642,0.9562320479063554,0.7554256444668173
0.038,0.03842953454062187,1.0,5.454585480319872,0.9531937098328243,0.7643095492126545
0.039,0.03839921322588753,1.0,5.483986315744847,0.9501851614776742,0.7728707555162896
0.04,0.03836889191115318,1.0,5.510740055760075,0.9472044405763109,0.7811209850572747
0.041,0.03833857059641885,1.0,5.535003860349612,0.9442497437440632,0.7890715337375511
0.042,0.0383082492816845,1.0,5.5569240708578445,0.9413194122220897,0.796733287147372
0.043000000000000003,0.03827792796695016,1.0,5.576636950326017,0.9384119190804701,0.8041167354694394
